date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:37:32	9664/9664	---M--	200	added ('OK')	image/png	etag:%2264abc274-25c0%22	https://api.jquery.com/wp-content/themes/jquery/images/logo-jquery@2x.png	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-content/themes/jquery/images/logo-jquery@2x.png	(from https://api.jquery.com/wp-content/themes/jquery/css/base.css?v=9fa813cf)
23:37:32	9304/9304	---M--	200	added ('OK')	image/png	etag:%2264abc274-2458%22	https://api.jquery.com/wp-content/themes/jquery/images/logo-jquery-ui@2x.png	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-content/themes/jquery/images/logo-jquery-ui@2x.png	(from https://api.jquery.com/wp-content/themes/jquery/css/base.css?v=9fa813cf)
23:37:32	32015/32015	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:40%20GMT	https://api.jquery.com/ajaxError/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxError/index.html	(from https://api.jquery.com/)
23:37:32	8410/8410	---M--	200	added ('OK')	image/png	etag:%2264abc274-20da%22	https://api.jquery.com/wp-content/themes/jquery/images/logo-jquery-mobile@2x.png	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-content/themes/jquery/images/logo-jquery-mobile@2x.png	(from https://api.jquery.com/wp-content/themes/jquery/css/base.css?v=9fa813cf)
23:37:33	7660/7660	---M--	200	added ('OK')	image/png	etag:%2264abc274-1dec%22	https://api.jquery.com/wp-content/themes/jquery/images/logo-jquery-foundation@2x.png	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-content/themes/jquery/images/logo-jquery-foundation@2x.png	(from https://api.jquery.com/wp-content/themes/jquery/css/base.css?v=9fa813cf)
23:37:34	24461/24461	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:40%20GMT	https://api.jquery.com/ajaxError-shorthand/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxError-shorthand/index.html	(from https://api.jquery.com/)
23:37:34	31590/31590	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:41%20GMT	https://api.jquery.com/ajaxSend/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxSend/index.html	(from https://api.jquery.com/)
23:37:34	29629/29629	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:41%20GMT	https://api.jquery.com/ajaxStart/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxStart/index.html	(from https://api.jquery.com/)
23:37:34	24438/24438	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:41%20GMT	https://api.jquery.com/ajaxSend-shorthand/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxSend-shorthand/index.html	(from https://api.jquery.com/)
23:37:35	24454/24454	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:42%20GMT	https://api.jquery.com/ajaxStart-shorthand/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxStart-shorthand/index.html	(from https://api.jquery.com/)
23:37:36	706/706	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:42%20GMT	https://api.jquery.com/wp-json/wp/v2/categories/72	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/wp/v2/categories/72.json	(from https://api.jquery.com/category/traversing/)
23:37:37	29711/29711	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:42%20GMT	https://api.jquery.com/ajaxStop/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxStop/index.html	(from https://api.jquery.com/)
23:37:37	24444/24444	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:43%20GMT	https://api.jquery.com/ajaxStop-shorthand/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxStop-shorthand/index.html	(from https://api.jquery.com/)
23:37:37	31765/31765	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:43%20GMT	https://api.jquery.com/ajaxSuccess/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxSuccess/index.html	(from https://api.jquery.com/)
23:37:37	24494/24494	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:43%20GMT	https://api.jquery.com/ajaxSuccess-shorthand/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/ajaxSuccess-shorthand/index.html	(from https://api.jquery.com/)
23:37:37	79227/79227	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:33:19%20GMT	https://api.jquery.com/category/selectors/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/selectors/index.html	(from https://api.jquery.com/)
23:37:38	853/853	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:44%20GMT	https://api.jquery.com/wp-json/wp/v2/categories/74	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/wp/v2/categories/74.json	(from https://api.jquery.com/category/traversing/miscellaneous-traversal/)
23:37:39	25115/25115	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:45%20GMT	https://api.jquery.com/category/selectors/basic-css-selectors/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/selectors/basic-css-selectors/index.html	(from https://api.jquery.com/)
23:37:39	39573/39573	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:45%20GMT	https://api.jquery.com/all-selector/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/all-selector/index.html	(from https://api.jquery.com/)
23:37:39	28675/28675	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:45%20GMT	https://api.jquery.com/category/deprecated/deprecated-1.8/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/deprecated/deprecated-1.8/index.html	(from https://api.jquery.com/)
23:37:39	37600/37600	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:46%20GMT	https://api.jquery.com/category/removed/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/removed/index.html	(from https://api.jquery.com/)
23:37:40	24452/24452	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:47%20GMT	https://api.jquery.com/andSelf/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/andSelf/index.html	(from https://api.jquery.com/)
23:37:40	44038/44038	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:47%20GMT	https://api.jquery.com/wp-json/wp/v2/posts/8	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/wp/v2/posts/8.json	(from https://api.jquery.com/add/)
23:37:40	98247/98247	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:34:22%20GMT	https://api.jquery.com/animate/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/animate/index.html	(from https://api.jquery.com/)
23:37:40	37739/37739	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:47%20GMT	https://api.jquery.com/category/effects/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/effects/index.html	(from https://api.jquery.com/)
23:37:41	28969/28969	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:47%20GMT	https://api.jquery.com/category/effects/custom-effects/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/effects/custom-effects/index.html	(from https://api.jquery.com/)
23:37:41	2121/2121	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:47%20GMT	https://api.jquery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapi.jquery.com%2Fadd%2F	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/oembed/1.0/embedb99c.json	(from https://api.jquery.com/add/)
23:37:42	2278/2278	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jan%202025%2022:37:48%20GMT	https://api.jquery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapi.jquery.com%2Fadd%2F&format=xml	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/oembed/1.0/embede16a	(from https://api.jquery.com/add/)
23:37:43	33647/33647	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:48%20GMT	https://api.jquery.com/category/selectors/basic-filter-selectors/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/selectors/basic-filter-selectors/index.html	(from https://api.jquery.com/)
23:37:43	44080/44080	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:48%20GMT	https://api.jquery.com/category/selectors/jquery-selector-extensions/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/selectors/jquery-selector-extensions/index.html	(from https://api.jquery.com/)
23:37:43	33127/33127	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:48%20GMT	https://api.jquery.com/animated-selector/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/animated-selector/index.html	(from https://api.jquery.com/)
23:37:43	25682/25682	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:49%20GMT	https://api.jquery.com/category/manipulation/dom-insertion-inside/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/manipulation/dom-insertion-inside/index.html	(from https://api.jquery.com/)
23:37:43	21210/21210	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:50%20GMT	https://api.jquery.com/wp-json/wp/v2/posts/10	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/wp/v2/posts/10.json	(from https://api.jquery.com/addBack/)
23:37:43	51529/51529	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:50%20GMT	https://api.jquery.com/append/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/append/index.html	(from https://api.jquery.com/)
23:37:44	38564/38564	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:50%20GMT	https://api.jquery.com/appendTo/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/appendTo/index.html	(from https://api.jquery.com/)
23:37:44	2141/2141	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:50%20GMT	https://api.jquery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapi.jquery.com%2FaddBack%2F	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/oembed/1.0/embed67cf.json	(from https://api.jquery.com/addBack/)
23:37:44	25720/25720	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:51%20GMT	https://api.jquery.com/category/manipulation/general-attributes/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/manipulation/general-attributes/index.html	(from https://api.jquery.com/)
23:37:44	71605/71605	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:51%20GMT	https://api.jquery.com/attr/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/attr/index.html	(from https://api.jquery.com/)
23:37:44	2298/2298	---MCZ	200	added ('OK')	text/xml	date:Thu,%2030%20Jan%202025%2022:37:51%20GMT	https://api.jquery.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapi.jquery.com%2FaddBack%2F&format=xml	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/oembed/1.0/embed6dd5	(from https://api.jquery.com/addBack/)
23:37:44	29974/29974	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:51%20GMT	https://api.jquery.com/category/selectors/attribute-selectors/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/category/selectors/attribute-selectors/index.html	(from https://api.jquery.com/)
23:37:45	756/756	---MCZ	200	added ('OK')	application/json	date:Thu,%2030%20Jan%202025%2022:37:51%20GMT	https://api.jquery.com/wp-json/wp/v2/categories/7	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/wp-json/wp/v2/categories/7.json	(from https://api.jquery.com/category/attributes/)
23:37:46	29963/29963	---MCZ	200	added ('OK')	text/html	date:Thu,%2030%20Jan%202025%2022:37:51%20GMT	https://api.jquery.com/attribute-contains-prefix-selector/	C:/My%20Web%20Sites/JQuery%20Documentation/api.jquery.com/attribute-contains-prefix-selector/index.html	(from https://api.jquery.com/)
